isoform,length,plddt,transcript_ID,gene_ID,gene_name
P51965-3,176,84.19886364,ENST00000346855.7,ENSG00000170142.12,UBE2E1
P42857-2,146,61.58356164,ENST00000504171.1,ENSG00000168824.15,NSG1
Q6X4W1-2,528,66.51971591,ENST00000265663.12,ENSG00000165802.23,NSMF
P53990-6,218,62.66788991,ENST00000606369.5,ENSG00000182149.21,IST1
Q6PII5-2,282,92.93617021,ENST00000389703.8,ENSG00000103253.19,HAGHL
Q8NAA5-2,212,54.5895283,ENST00000409083.7,ENSG00000181350.12,LRRC75A
P62508-2,435,78.20211494,ENST00000391890.7,ENSG00000196482.18,ESRRG
O00453-8,35,73.05685714,ENST00000376092.7,ENSG00000204482.11,LST1
Q9H977-3,244,87.40008197,ENST00000409791.5,ENSG00000005448.17,WDR54
Q9H5Z6-2,272,82.49459559,ENST00000389874.3,ENSG00000124019.10,FAM124B
Q86VI4-2,226,74.99752212,ENST00000521545.7,ENSG00000104341.17,LAPTM4B
O75602-3,585,86.66006838,na,na,na
P45379-2,297,79.16555556,na,na,na
P52757-6,241,74.3273444,na,na,na
Q96EZ8-2,475,73.45227368,ENST00000357123.8,ENSG00000187778.14,MCRS1
Q9H900-2,477,86.24129979,ENST00000446801.6,ENSG00000174442.12,ZWILCH
A4IF30-2,362,74.93337017,ENST00000554729.5,ENSG00000151812.15,SLC35F4
P16333-2,313,71.0471885,ENST00000469404.1,ENSG00000158092.7,NCK1
Q96PG8-1,101,53.20435644,ENST00000300880.11,ENSG00000105327.18,BBC3
Q16555-2,536,91.15858209,ENST00000523027.1,ENSG00000092964.18,DPYSL2
Q658L1-2,383,71.37289817,na,na,na
P00338-2,274,86.00675182,ENST00000396222.6,ENSG00000134333.14,LDHA
Q8N323-2,405,95.0942963,na,na,na
Q08117-2,264,64.17189394,ENST00000221561.12,ENSG00000104964.15,TLE5
O43736-2,219,80.97730594,ENST00000434584.2,ENSG00000078596.11,ITM2A
Q9BZW8-2,365,71.64786301,ENST00000368034.9,ENSG00000122223.13,CD244
O75971-2,68,82.53529412,ENST00000307979.7,ENSG00000174446.13,SNAPC5
Q96FW1-2,315,60.48507937,na,na,na
P43364-2,394,64.91809645,na,na,na
Q8N131-2,189,60.18417989,ENST00000361236.7,ENSG00000152558.15,TMEM123
Q16854-5,255,81.48796078,na,na,na
P15336-6,126,62.96206349,na,na,na
Q9BUB4-2,353,75.08745042,na,na,na
Q9NS23-7,152,55.78388158,ENST00000482447.1,ENSG00000068028.18,RASSF1
O75469-7,473,77.43128964,ENST00000337940.4,ENSG00000144852.20,NR1I2
Q9C073-2,181,62.3020442,ENST00000513602.5,ENSG00000121104.8,FAM117A
O15392-5,117,90.98034188,na,na,na
Q8NES3-2,250,91.6278,ENST00000402045.5,ENSG00000106003.14,LFNG
B9A064-2,84,63.51333333,ENST00000531372.1,ENSG00000254709.8,IGLL5
Q5T9L3-2,543,80.55145488,ENST00000354777.6,ENSG00000116729.14,WLS
Q8N3I7-2,320,86.7125,ENST00000392663.6,ENSG00000163093.12,BBS5
Q8N4B1-2,126,68.64,na,na,na
Q8NCC3-2,318,70.88732704,ENST00000413021.2,ENSG00000103066.13,PLA2G15
P62070-4,210,82.94080952,na,na,na
Q8N983-3,164,92.30896341,ENST00000370234.4,ENSG00000055950.17,MRPL43
O15466-2,412,86.20832524,ENST00000538168.5,ENSG00000101638.14,ST8SIA5
Q96FX2-2,57,67.57350877,ENST00000383775.4,ENSG00000154813.10,DPH3
Q9BYG7-5,262,79.34427481,ENST00000436348.6,ENSG00000134042.14,MRO
Q14790-2,464,82.77984914,na,na,na
Q16570-2,338,78.61692308,ENST00000368121.6,ENSG00000213088.12,ACKR1
Q96SI1-2,234,81.26286325,ENST00000284006.10,ENSG00000153885.15,KCTD15
A6NDV4-2,338,73.45766272,ENST00000377996.5,ENSG00000137103.20,TMEM8B
P17612-2,343,96.59069971,ENST00000589994.6,ENSG00000072062.15,PRKACA
P25101-5,202,77.55460396,ENST00000648866.1,ENSG00000151617.17,EDNRA
P05166-2,559,89.86810376,ENST00000469217.5,ENSG00000114054.14,PCCB
O14791-3,380,51.16226316,ENST00000426053.5,ENSG00000100342.21,APOL1
Q8TA94-2,228,42.20811404,na,na,na
Q95460-3,249,86.01630522,ENST00000282990.10,ENSG00000153029.16,MR1
Q9BYG7-6,196,76.38943878,ENST00000588444.5,ENSG00000134042.14,MRO
Q9UMX3-2,134,80.0130597,na,na,na
P54849-2,141,68.94666667,ENST00000396301.7,ENSG00000134531.10,EMP1
Q8IYI0-2,151,66.62423841,na,na,na
Q53TN4-2,157,63.65401274,ENST00000375252.3,ENSG00000071967.12,CYBRD1
P52943-2,282,64.0006383,ENST00000483017.7,ENSG00000182809.11,CRIP2
P35372-9,420,72.50140476,ENST00000419506.6,ENSG00000112038.18,OPRM1
Q02641-3,478,74.14236402,ENST00000394310.7,ENSG00000067191.16,CACNB1
Q5SXH7-2,448,64.31792411,na,na,na
P54108-2,258,89.88379845,ENST00000263045.9,ENSG00000096006.12,CRISP3
Q8NER5-2,336,85.49407738,ENST00000348328.9,ENSG00000123612.16,ACVR1C
Q6ZUS6-2,322,82.0221118,na,na,na
Q9NQR1-2,352,67.63150568,ENST00000402868.8,ENSG00000183955.14,KMT5A
Q16635-3,262,94.83133588,ENST00000612460.5,ENSG00000102125.16,TAFAZZIN
Q86X67-2,263,83.14577947,ENST00000349051.9,ENSG00000166321.14,NUDT13
Q16653-4,131,73.32526718,ENST00000376888.6,ENSG00000204655.12,MOG
Q12901-2,549,63.81930783,ENST00000407951.6,ENSG00000204920.11,ZNF155
Q5T2W1-2,408,71.51875,ENST00000451928.6,ENSG00000174827.14,PDZK1
Q7LGA3-3,229,90.11567686,ENST00000370551.8,ENSG00000153936.18,HS2ST1
P49771-3,153,78.17117647,ENST00000595510.1,ENSG00000090554.13,FLT3LG
Q15287-3,268,64.39630597,na,na,na
Q16653-13,295,80.91132203,ENST00000376894.8,ENSG00000204655.12,MOG
Q9Y3A2-2,148,88.745,na,na,na
Q9UMX9-2,298,75.30003356,na,na,na
Q9BXJ2-2,296,74.42942568,ENST00000295297.4,ENSG00000163145.13,C1QTNF7
Q9BXJ4-3,319,70.15642633,ENST00000382065.8,ENSG00000082196.21,C1QTNF3
A0PJE2-2,242,78.1414876,ENST00000218981.5,ENSG00000102796.12,DHRS12
P40426-4,170,86.802,na,na,na
Q9H160-2,240,73.592125,na,na,na
Q96BW1-2,176,59.22392045,ENST00000462237.5,ENSG00000094841.14,UPRT
Q9NNX6-8,268,83.08358209,na,na,na
P40925-3,352,93.87303977,ENST00000432309.6,ENSG00000014641.21,MDH1
Q9H169-3,167,81.3797006,ENST00000519997.5,ENSG00000015592.17,STMN4
Q6PGN9-4,163,61.37282209,na,na,na
Q9Y250-3,563,67.88261101,na,na,na
P26436-7,165,72.03781818,na,na,na
Q3B8N2-2,355,84.56292958,ENST00000324290.5,ENSG00000170298.16,LGALS9B
P49758-9,453,83.86759382,na,na,na
P10747-4,123,69.03674797,na,na,na
Q13572-2,314,92.84544586,ENST00000354313.7,ENSG00000100605.17,ITPK1
Q86WD7-3,201,34.02402985,ENST00000538527.5,ENSG00000170054.16,SERPINA9
O75553-2,213,86.40558685,ENST00000371230.1,ENSG00000173406.16,DAB1
P43115-10,431,72.63350348,na,na,na
Q9P1U1-3,348,88.09767241,ENST00000377776.7,ENSG00000133627.18,ACTR3B
Q16637-3,282,66.05588652,ENST00000626847.2,ENSG00000205571.14,SMN2
Q9Y3E7-2,156,77.86698718,ENST00000409225.2,ENSG00000115561.16,CHMP3
P32856-3,277,81.81624549,na,na,na
O15229-2,473,88.10930233,ENST00000366558.7,ENSG00000117009.12,KMO
Q14103-4,287,65.41972125,na,na,na
P49798-5,187,81.17561497,ENST00000367906.7,ENSG00000117152.14,RGS4
Q6ZUT6-3,257,56.43902724,na,na,na
Q8WUP2-3,276,77.46572464,ENST00000332305.5,ENSG00000162458.13,FBLIM1
Q8N108-17,485,60.9765567,na,na,na
Q6ICL3-2,214,87.15593458,ENST00000398042.6,ENSG00000183597.16,TANGO2
Q9NXG6-2,423,60.76761229,na,na,na
Q9Y2Q5-3,95,87.24294737,ENST00000368304.9,ENSG00000116586.12,LAMTOR2
Q96H86-2,407,68.61847666,ENST00000395091.3,ENSG00000169951.10,ZNF764
O75461-2,206,77.09490291,ENST00000542100.5,ENSG00000169016.17,E2F6
Q9H4E5-2,192,80.13578125,na,na,na
Q1ZYL8-2,214,81.85009346,ENST00000395307.6,ENSG00000099840.14,IZUMO4
Q6P4H8-2,216,78.79365741,ENST00000510047.5,ENSG00000150756.14,ATPSCKMT
Q86U42-2,296,68.27033784,ENST00000397276.6,ENSG00000100836.11,PABPN1
Q96DV4-2,196,93.65933673,na,na,na
P06493-2,240,89.566375,ENST00000316629.8,ENSG00000170312.17,CDK1
Q96Q40-4,384,78.46682292,ENST00000410091.7,ENSG00000138395.17,CDK15
A2RU30-2,383,56.86684073,ENST00000524622.5,ENSG00000135426.16,TESPA1
Q8WXK4-2,318,82.93443396,ENST00000362002.3,ENSG00000198881.10,ASB12
P35348-2,475,69.04814737,ENST00000380586.5,ENSG00000120907.18,ADRA1A
P28908-3,483,58.32919255,ENST00000417814.3,ENSG00000120949.15,TNFRSF8
O43837-3,233,84.55935622,na,na,na
Q96LA6-2,428,75.73471963,ENST00000491942.1,ENSG00000163534.15,FCRL1
O75381-2,334,66.3451497,na,na,na
Q5JS37-2,280,83.01885714,ENST00000379599.6,ENSG00000188811.14,NHLRC3
Q9H313-5,320,78.89875,na,na,na
Q99836-3,191,75.10513089,ENST00000651800.2,ENSG00000172936.16,MYD88
O15519-10,300,71.67003333,na,na,na
O14773-2,320,93.82509375,ENST00000533371.6,ENSG00000166340.18,TPP1
Q8N5A5-2,511,75.55017613,ENST00000355969.11,ENSG00000197114.12,ZGPAT
Q6ZMG9-2,392,84.81772959,ENST00000392687.4,ENSG00000172292.15,CERS6
Q9H0R4-2,169,97.12698225,na,na,na
A5PLN9-4,412,87.27135922,ENST00000505553.5,ENSG00000113597.18,TRAPPC13
Q8NEY8-3,434,57.40658986,ENST00000432191.6,ENSG00000134283.18,PPHLN1
O14733-4,426,74.43438967,ENST00000397981.7,ENSG00000076984.18,MAP2K7
Q9BZ23-2,279,95.19362007,ENST00000497424.5,ENSG00000125779.24,PANK2
Q9UJT1-2,398,89.20635678,ENST00000340993.10,ENSG00000108423.15,TUBD1
Q8WUB8-3,451,74.15656319,ENST00000621772.4,ENSG00000130024.15,PHF10
Q9H3H1-6,163,81.60484663,ENST00000537440.5,ENSG00000043514.17,TRIT1
Q96Q45-2,400,64.035225,ENST00000409444.6,ENSG00000155755.20,TMEM237
Q8WUB8-2,496,70.93881048,ENST00000366780.8,ENSG00000130024.15,PHF10
O75678-3,317,84.34788644,na,na,na
Q9UNN4-2,444,52.16677928,ENST00000430487.6,ENSG00000242441.8,GTF2A1L
P51460-2,157,49.53426752,ENST00000379695.5,ENSG00000248099.4,INSL3
Q5SQI0-6,310,77.15606452,ENST00000319027.9,ENSG00000137343.18,ATAT1
Q8N3R3-4,352,89.76161932,na,na,na
Q7L1S5-2,74,71.07283784,ENST00000580774.2,ENSG00000154080.14,CHST9
Q9UNY5-2,408,65.19892157,na,na,na
Q8TDX7-2,119,63.12436975,ENST00000367383.5,ENSG00000151414.15,NEK7
Q9NPF2-2,347,89.79106628,ENST00000549260.5,ENSG00000171310.11,CHST11
Q9NQ94-5,510,65.23323529,na,na,na
Q8N0S2-2,282,84.72570922,ENST00000368517.7,ENSG00000171772.17,SYCE1
O75469-4,397,80.65806045,ENST00000466380.6,ENSG00000144852.20,NR1I2
Q13243-3,269,62.08427509,ENST00000553635.5,ENSG00000100650.16,SRSF5
Q8TE02-3,179,75.36519553,na,na,na
Q92664-2,340,69.35532353,na,na,na
Q6E0U4-4,449,40.39129176,ENST00000429837.5,ENSG00000161249.21,DMKN
Q9NPH5-9,514,83.89824903,ENST00000532825.5,ENSG00000086991.13,NOX4
Q8NHP6-2,455,76.94226374,na,na,na
O43929-2,352,87.78735795,ENST00000536575.5,ENSG00000115947.14,ORC4
O00560-2,297,83.33808081,ENST00000447182.6,ENSG00000137575.12,SDCBP
P48059-5,362,83.69516575,na,na,na
P51686-2,357,84.08652661,ENST00000395963.2,ENSG00000173585.17,CCR9
P22748-2,106,83.255,ENST00000586876.1,ENSG00000167434.10,CA4
Q8NEA4-3,157,89.46350318,ENST00000373652.7,ENSG00000153832.12,FBXO36
Q9BZP6-3,315,90.36120635,ENST00000451398.6,ENSG00000134216.19,CHIA
P40426-5,359,70.73988858,ENST00000447726.6,ENSG00000167081.18,PBX3
Q92985-3,164,80.45579268,ENST00000533182.5,ENSG00000185507.21,IRF7
Q9H6Q3-3,234,76.73564103,na,na,na
Q9H1R2-3,235,80.63634043,ENST00000339738.10,ENSG00000149599.16,DUSP15
Q9NZQ7-2,176,81.87267045,ENST00000381573.8,ENSG00000120217.14,CD274
Q99489-3,369,92.03626016,na,na,na
A6NFN9-3,544,74.92494485,ENST00000446160.7,ENSG00000206199.11,ANKUB1
Q86SX3-6,426,75.41877934,ENST00000392522.7,ENSG00000185347.18,TEDC1
Q5TDP6-2,208,65.21168269,ENST00000370658.9,ENSG00000146166.17,LGSN
Q9NUN5-4,188,66.12398936,na,na,na
Q99572-2,364,90.28733516,ENST00000535250.5,ENSG00000089041.17,P2RX7
Q9Y483-4,536,71.03606343,ENST00000370303.4,ENSG00000143033.18,MTF2
Q8NCC5-3,443,68.66471783,ENST00000340308.7,ENSG00000157800.18,SLC37A3
Q16656-3,342,52.44847953,na,na,na
P15692-18,317,64.4644795,ENST00000324450.11,ENSG00000112715.26,VEGFA
P17028-2,193,71.66051813,ENST00000589881.5,ENSG00000172466.16,ZNF24
A2IDD5-6,262,58.61244275,na,na,na
Q5JXA9-2,191,77.22146597,na,na,na
Q6TCH4-3,238,90.14478992,na,na,na
P09132-3,78,71.63102564,ENST00000515463.1,ENSG00000153037.15,SRP19
O75952-3,379,47.04934037,ENST00000399496.8,ENSG00000154040.21,CABYR
Q8TD07-5,220,67.87822727,na,na,na
Q9H553-2,323,87.01585139,ENST00000319033.7,ENSG00000119523.10,ALG2
Q9NVA1-3,184,82.21679348,na,na,na
P58512-3,218,39.50651376,na,na,na
Q9H1N7-2,153,61.74627451,na,na,na
Q6P1K2-2,207,81.43826087,ENST00000368273.8,ENSG00000160783.19,PMF1
P01242-3,202,77.99752475,ENST00000449787.6,ENSG00000136487.18,GH2
Q96GM5-2,474,75.21101266,ENST00000381513.8,ENSG00000066117.15,SMARCD1
Q9BTT0-3,220,72.48254545,ENST00000616917.4,ENSG00000143401.15,ANP32E
Q9BZW8-3,329,75.95851064,ENST00000492063.5,ENSG00000122223.13,CD244
Q86YL5-2,198,58.77338384,ENST00000523656.5,ENSG00000180190.13,TDRP
Q99961-2,320,82.4485625,ENST00000417295.6,ENSG00000141985.9,SH3GL1
Q96CB9-3,186,90.98295699,na,na,na
P36896-5,453,84.80737307,ENST00000542485.1,ENSG00000135503.13,ACVR1B
Q8WWN9-2,438,64.60625571,ENST00000367220.9,ENSG00000074706.14,IPCEF1
Q9UQ07-2,231,94.04614719,na,na,na
P40426-3,253,72.39312253,na,na,na
Q9UBL9-3,447,74.18722595,ENST00000350048.9,ENSG00000187848.15,P2RX2
Q9BTZ2-6,75,86.84733333,na,na,na
Q5T3I0-3,451,57.33911308,na,na,na
Q86VW2-3,619,66.10583199,ENST00000333972.11,ENSG00000240771.8,ARHGEF25
P49682-2,415,74.52028916,ENST00000373691.4,ENSG00000186810.8,CXCR3
Q86UT5-4,386,64.01603627,na,na,na
Q8NER5-4,443,83.90767494,ENST00000409680.7,ENSG00000123612.16,ACVR1C
P50579-3,455,83.91942857,ENST00000546753.5,ENSG00000111142.14,METAP2
Q8IY57-4,117,65.28410256,ENST00000555248.2,ENSG00000015153.15,YAF2
O43918-2,338,60.51171598,na,na,na
Q8N3J6-2,404,83.5635396,ENST00000383699.8,ENSG00000175161.14,CADM2
P15692-6,171,81.49783626,na,na,na
Q8NEY8-9,348,58.99261494,ENST00000613154.4,ENSG00000134283.18,PPHLN1
Q16671-3,478,73.70623431,ENST00000379791.7,ENSG00000135409.11,AMHR2
P13232-3,64,71.83078125,na,na,na
Q8IWW8-3,303,89.90881188,ENST00000424777.6,ENSG00000147576.17,ADHFE1
Q6GTX8-2,270,74.98174074,ENST00000348231.8,ENSG00000167613.16,LAIR1
O75553-6,555,59.68625225,ENST00000371236.7,ENSG00000173406.16,DAB1
Q11203-6,189,81.93084656,ENST00000645142.1,ENSG00000126091.21,ST3GAL3
Q9H2L5-2,330,71.49960606,na,na,na
Q9BQB6-3,92,61.46217391,ENST00000354895.4,ENSG00000167397.15,VKORC1
O43768-6,113,67.60539823,ENST00000513281.5,ENSG00000143420.19,ENSA
Q9NSY0-2,293,68.33037543,na,na,na
P53367-3,193,85.53046632,ENST00000429148.6,ENSG00000164144.16,ARFIP1
Q9P287-4,292,73.13256849,ENST00000299130.7,ENSG00000107949.17,BCCIP
P51636-3,112,61.61928571,ENST00000343213.2,ENSG00000105971.15,CAV2
Q6UXI9-3,595,65.40331092,ENST00000427316.6,ENSG00000168743.13,NPNT
O95278-4,152,72.60440789,na,na,na
Q8N108-16,433,63.32316397,ENST00000401042.7,ENSG00000198160.15,MIER1
Q01543-3,419,63.80350835,ENST00000534087.3,ENSG00000151702.17,FLI1
Q3ZAQ7-2,156,62.62147436,ENST00000370361.5,ENSG00000160131.14,VMA21
Q12974-4,142,83.13626761,ENST00000602683.5,ENSG00000184007.22,PTP4A2
Q5EBM0-4,409,86.04308068,ENST00000404168.1,ENSG00000134326.12,CMPK2
Q92879-2,482,66.52425311,ENST00000310513.10,ENSG00000149187.19,CELF1
Q03933-2,518,60.7327027,ENST00000452194.5,ENSG00000025156.13,HSF2
O75486-4,328,70.84003049,ENST00000371460.5,ENSG00000196284.17,SUPT3H
Q7Z2E3-7,342,83.25187135,ENST00000379817.7,ENSG00000137074.20,APTX
Q5TFE4-2,405,79.23145679,na,na,na
A2RUC4-2,152,95.69710526,na,na,na
O43521-4,169,62.65502959,na,na,na
O95278-6,88,95.54159091,na,na,na
Q9BYG7-2,210,72.67047619,ENST00000431965.6,ENSG00000134042.14,MRO
P48729-2,365,86.33273973,ENST00000261798.10,ENSG00000113712.19,CSNK1A1
P12532-2,448,85.53089286,na,na,na
Q9Y6Y9-2,130,75.70253846,ENST00000518893.1,ENSG00000154589.7,LY96
Q9BYV7-5,506,86.73798419,ENST00000361053.8,ENSG00000197580.13,BCO2
Q8N0Y2-2,326,68.72806748,ENST00000592949.5,ENSG00000167685.15,ZNF444
Q8N3F0-2,124,77.52483871,na,na,na
Q9XRX5-3,76,71.02539474,na,na,na
Q99933-2,311,61.98167203,na,na,na
P11177-2,341,96.72369501,ENST00000383714.8,ENSG00000168291.13,PDHB
Q9BZX4-2,120,92.81108333,ENST00000511082.1,ENSG00000114547.10,ROPN1B
O14681-3,326,84.14190184,ENST00000534546.5,ENSG00000149547.15,EI24
Q96AZ1-3,155,85.58070968,na,na,na
Q9NPB6-2,345,73.53762319,ENST00000458121.7,ENSG00000102981.10,PARD6A
O75347-2,129,70.23186047,ENST00000306388.10,ENSG00000171530.15,TBCA
Q9BQA9-2,173,78.46907514,ENST00000585115.1,ENSG00000178927.18,CYBC1
P27338-2,411,90.63678832,na,na,na
Q96JY0-2,403,72.02245658,ENST00000367870.6,ENSG00000143194.13,MAEL
Q9UNE0-2,480,65.2465625,ENST00000409271.5,ENSG00000135960.10,EDAR
Q5SZQ8-4,415,71.43204819,ENST00000290585.8,ENSG00000159409.15,CELF3
Q8N6H7-2,414,63.61275362,na,na,na
Q9BRJ7-2,247,61.7688664,ENST00000405142.1,ENSG00000168101.14,NUDT16L1
Q9Y2B0-2,84,77.21880952,na,na,na
Q9UDX4-2,341,96.76158358,ENST00000401751.5,ENSG00000100012.12,SEC14L3
P49758-8,467,88.06520343,na,na,na
Q92529-2,471,64.08106157,na,na,na
O75688-4,380,94.67976316,ENST00000409432.7,ENSG00000138032.21,PPM1B
O60880-4,125,83.69848,ENST00000360027.4,ENSG00000183918.17,SH2D1A
O94772-2,161,77.13080745,ENST00000342752.9,ENSG00000176956.13,LY6H
Q8TDH9-3,123,96.08861789,na,na,na
Q8N5Z5-2,297,71.15531987,na,na,na
Q9NXB0-2,520,72.18880769,na,na,na
Q8NCE0-3,439,68.39138952,ENST00000415684.6,ENSG00000154743.19,TSEN2
P55210-4,278,84.06870504,ENST00000452490.3,ENSG00000165806.21,CASP7
Q13324-6,366,79.99445355,na,na,na
O00712-2,188,91.84430851,na,na,na
Q92187-2,168,80.85880952,ENST00000451528.2,ENSG00000113532.13,ST8SIA4
Q2I0M4-2,45,64.62488889,na,na,na
